id,plain_text
56972,"Monday Nite Footballers Predictions By Jim “Grand Dad” Nunnelly Predicting Since 1970 Kansas City Chiefs vs. Oakland Raiders 4:00 p.m., KCTV 5 MERRY CHRISTMAS FROM THE MONDAY NITERS. . . Although the Kansas City Chiefs won’t be participating in the 2004 NFL playoffs, the Monday Niters still want to wish its readers and Kansas City a Merry Christmas and a Happy New Year. Shown are, Paul Booker, Charles Allen, Jim Nunnelly, Ike Gardner, Lloyd Greenfield, and Carl Clark. Not shown are Bubba Cleaver, Ollie Hubbard and Ed West. -- CALL photo by Rex Purefoy Charles Allen Chiefs by 14 Repeat performance Paul Booker Chiefs by 10 Larry fell down but he got up Carl Clark Chiefs by 7 Chiefs will plug up the Black Hole Bubba Cleaver Chiefs by 14 Battle of the used-to-be’s; but we be's better Ike Gardner Chiefs by 1 Stevie Wonder fights Ray Charles Lloyd Chiefs by 7 And the beat(ing) goes on! Greenfield Ollie Hubbard Raiders by 6 Raiders will walk the plank again Jim Nunnelly Chiefs by 23 Johnson saves Vermeil's -- (job) Ed West Raiders by 20 Reverse psychology, still in effect Chatter, Conversation And Commentary When high-powered, highly-paid coaches sign on to become a head coach in the NFL, there are lots of neat little “perks” that find their way into a contract. For example, there are additional dollars added, when a team makes the playoffs or avoid a losing season. Well, for the Chiefs, Vermeil and company will not be in the hunt for the playoffs. But, if they win the next two games, that could mean “bigger bucks” for the coaches. For while they would not have had a winning season, it would not be a losing season, either. This is just a lesson in the “small print” of these big-time contracts. Then, too, Vermeil has some making up to do both with the fans and specifically, with Larry Johnson. This boy can run that ball, equal to or better than Priest Holmes. And Vermeil, because of some personal issues with Johnson, kept Johnson out of competition, even though he was a high-round, draft choice. And to see Johnson perform like he has lately, Vermeil has to save face and let Larry run around, through, and over Oakland. Look for Larry and the Chiefs to save Dick Vermeil’s -- (job). More important, a full stadium on Christmas Day will help save any threatened decrease in season ticket sales. On the other hand, the Chiefs should not expect the fans to pay for an increase in ticket prices. For really, this season has been mediocre, at best. Chiefs 40, Raiders 17. Note: Congressman-elect Cleaver is still homeless in D.C., having failed to locate an apartment on his last trip East. Ike Gardner and Ed West, fellow Monday Niters and St. James members, are assisting Cleaver by providing contacts. Cleaver is planning to be in Washington Tuesday thru Thursday of every week and here in Kansas City Friday through Monday. Cleaver will return to Washington for swearing-in ceremonies on January 4, 2005, At that time, he hopes to surrender his homelessness card."
122329,"The Hubbards, Opinions, And The Chiefs The Monday Niters are full of themselves. They freely share their opinions and don’t care if anyone agrees with them or not. And we’ll share some of those community-related opinions, right after we comment about the Hubbard family and their cooking talents. This last Monday night was their time to host the Monday Niters. As usual, there was a feast. African cabbage, red beans and rice, chicken wings, catfish, spaghetti, green beans and potatoes, cole slaw, cornbread and rolls. Even their lovely daughter, Kim, dropped by to taste the Hubbard Buffet, But, there was something different tis week. Usually, Ollie does all the cooking. But this time, it was his sassy wife, Sandra, who did it all. Yes, Sandra. Now, she is no stranger to the culinary arts. Her late mother was truly a great cook. In fact, in Macon, Missouri, Mrs. McElroy was a well-known caterer throughout north central Missouri. Now, if you don’t know where Macon is. It near Clarence, Missouri. Don’t know where that is. It’s near LaPlata, Still don’t know? Forget it. Neither do most people. But Sandra was the only black child in the school band. And she was the first black child born in the Macon County hospital. And she spent most of her days, living and thriving in an all-white world. But if you tasted her buffet on Monday, one would know she is truly an African American artist, when it comes to cooking. Even Ike Gardner, the most opinionated African American alive, liked the red beans and rice. So did Ed West, who went back several times. But husband Ollie was present and offered his supervision to the whole process. Bottom line, the Hubbards did their thing, especially on Monday night. . . sharing their cooking talents and opinions. Let’s start with Ollie and see what he and the other Monday Niters are thinking, about community events and the Chiefs. Ollie Hubbard: Ollie is concerned about how all this violence is affecting our children. So, he is urging each of us to make sure our children stay in school for their own safety. But he is no longer concerned about the Chiefs. He says the Chiefs will kick the Giants’ butt, on Sunday. Chiefs by 10. Dr. Charles Allen: Doc is still concerned about Alzheimer’s disease. In fact, he says that the toll is not only on the patients but on the care-givers, as well. Caregivers often think the patient may get better and deny the reality of getting worse. But he thinks the Chiefs are “not in denial”. He says Sunday will be a “Giant killer day” for the 3-0 Chiefs. Chiefs by 14. Paul Booker: He thinks the city leaders are on the right track, by inviting leaders from other cities to discuss the crime problem. Recent visitors from Chicago are helping us address this violence thing. He feels the same way about the Chiefs’ defense. They will slaughter Eli Manning on Sunday. Chiefs by 3. Carl Clark: He believes that the sentencing ought to fit the crime. Bad crime, long time in jail. Just that simple. Feeling the same way about the Chiefs. They will be criminal, against New York. Giants by 14. Emanuel “Bubba” Cleaver: Cleaver just finished his favorite week in Washington, hosting the Legislative Black Caucus. Only a few know how significant he is in Washington. Everybody knows and respects Emanuel Cleaver. And he knows the Chiefs will be like David and slaughter the Goliaths. Chiefs by 10. Ike “Mad Man” Gardner: Ike is concerned about the lack of jobs. He feels that jobs are the crux of our social structure. Known for freely expressing his opinion. Ike is right about the jobs but wrong about the game on Sunday at Arrowhead. He thinks the Chiefs’ fairy tale is over. Giants by 7. Lloyd Greenfield: He believes that to be educated is the key to a successful life. And that we must not let education get lost in all the violence discussions. Like with the Chiefs, we must “keep on keeping on”. Chiefs by 3. Jim “Granddad” Nunnelly: He is still reeling over the central city representation at the recent Mental Health speak-out. One-third of the participants were African American and they came through like champs, offering their insightful opinions freely. Congratulations to each of you that attended. Now, let’s not allow the Chiefs to get depressed again. Jamaal Charles and the defense will stop that from happening. Chiefs by 7 Ed West: He still harping on the police control thing. Plainly, the control of the police department should be left alone. Period. And look to the Chiefs defense (Poe, Hali and Houston) to shut Eli down. Chiefs by 10."
122805,"Aaron Alexis, Mental Health Conference, And The Chiefs Just like always, our country is faced with another mental health dilemma, Someone kills up a lot a people and we turn our attention to the crime, and not the events leading up to the horror. Thank God, we are going to have a conference here in Kansas City that will address the entire issue of mental health and mental illness. Yes, this Saturday at the Downtown Marriott, everyday folks will have an opportunity to talk about this woefully overlooked and under-discussed field. In fact, about 50 people from the urban core of Kansas City are signed up to participate in the day-long conversation. It’s all about planning and for once, we will be at the table, before it happens. Now, what does this all have to do with the now-winning Chiefs. Well, mental health controls everything we do. . . everything we think. . . and everything we try to do. And the Chiefs have been in a deep depression, for a long, long time. And now it appears that they are pulling themsellves out of it. That’s just what we all have to do. Address squarely the problem we are facing. The Chiefs went out and got a quarterback, some offensive linemen and a new coach. . . to address the losing streak and loss of fans. And they are gaining the fans back, with their early efforts in the season. Dr. Charles Allen, Paul Booker, Bubba Cleaver, Lloyd Greenfield, Jim Nunnelly, and Ed West predicted that the Chiefs would win against Philadelphia. Of course, that cantankerous Ike Gardner and that garrulous Carl Clark thought the Chiefs have not changed, from last season. But face it, the depression is lifting. The Chiefs are talking and looking better these days. They are working hard at addressing the things that hurt them. Just like we as individuals should do. As we must do from time to time, we must remove cewrtain people from our lives. . .so that we can do better. In fact, the Chiefs are a lesson in regaining their mental health. So, Dr. Allen will be going to the conference on Saturday to talk about Alzheimer’s season. Jim Nunnelly will be addressing the stigma, associated with people who are struggling mentally. And Andrea Buford will be facilitating discussion tables, down at the Marriott. It will all be part of a historical time where we in the urban community, will be talking about the future and not arguing about the past. Maybe the first topic of discussion will be. . . how did the Chiefs overcome their depression. The answer is simple and complex. It took a lot of time, patience, and a lot of support from people who used to love them. All of you are invited to the Marriott on Saturday. Come see how to deal with mental health issues. With you becoming the focal point. . . for your own mental health."
185232,"Tribute To A Monday Niter Bunny Rabbit: A True Brother Who Had No Brothers Stewart Watson was a big, giant of a guy, who always wore a smile and had a baritone-like laugh. He was “at home” whereever he went, whether in his favorite club on Prospect or whether meeting you for the first time. He clearly will be missed by all of us Monday Niters for he was one of the founding members of this adult “boys club”. To most of us, he had been friends for all of his 24,582 days on this earth. But on July 3, of this year, “Bunny Rabbit” left this earth and thus, the basic reason for this column. In short, we want to say “good bye” in a way that only friends who have known you a lifetime, can say it. So let’s start with “Bunny Rabbit” and his relentless use of nicknames. “Bunny Rabbit” had a nickname for everyone in our group. That’s because he wanted each of us to know that he liked each of us individually and collectively. Ollie was “Mr. Puddy Pot” and Ike was “Huff”. Booker was “Chocolate Drop”. Dr. Allen was “Pumpkin” and Carl was appropriately called “Mr. Mary Lynn”. And because of my bald head, he started calling me “Mr. Peanut”. I dare say he would have to stop and think of our real names because that was all he called us, every day of his nearly 69 years. We say nearly because he died just three days before his 69th birthday. And there was no denying him access to you. Even though he moved to St. Louis some years ago, he still managed to see everyone at least once a month or just calling them. Speaking of calling, “Bunny Rabbit” was a phone junkie. Night or day, winter or fall, he would call one of us, out of the clear blue sky. It was as if we were his connection to reality or maybe he just wanted to stay close to his friends. Always the same, joy-induced greeting, “ what u doing boy?”. And then, right from there, the word would spread... “Bunny Rabbit” is in town and somehow, unplanned though it may be, there would be a reunion, right then and there. And it seemed he would always time his visit during one of our Monday Nite Footballers meeting and whatever the conversation on the floor, would give way to his one-man, nickname-calling comedy act. “Bunny Rabbit” was a real friend and the kind of brother to everyone, even though he had no biological brothers or sisters. He exuded brotherhood, at its highest level. In addition, “Bunny Rabbit” was a lesson in kindness and consideration. He reminded us that we all must live our lives, merrily and among friends. He demonstrated that by always dropping by and diverting you from your daily worries and strife. Yes, Bunny Rabbit was a spark of life to all of us and his light still shines in our thoughts and in our conversation. Ike says “Bunny Rabbit” always checked on him whether sick or well. And Ollie says that he has great memories of “Bunny” all the way from elementary school through Lincoln university. But, Dr. Charles Allen concluded the stories about “Bunny Rabbit” best. He simply said that “Bunny Rabbit” extended a hand but he always touched our hearts. What else needs to be said but “Good Bye, ‘Bunny Rabbit’. We are all better off by knowing you and we will wear our nicknames proudly, in your honor.”"
217113,"Monday Okay, the Chiefs won one game. It just so happened on national television and it was raining and the team we beat just happened to have won the AFC West Division last year. And for the first time in years, the Chiefs were part of the highlight reels on ESPN, as a positive. But just as sure as Todd Haley is not going to smile, the jury is still out on the Chiefs, at least the offense. Speaking of offense, did you see Matt Cassel grab the game ball, as if he had something to do with the victory over San Diego? Make no mistake. . . that game ball should have gone to the defense, or the punt returner or the kickoff returner or Jamal Charles. Definitely not the quarterback. As we look ahead to Sunday, let’s see what the Monday Niters think about the upcoming game against Cleveland, in Cleveland. DR. CHARLES ALLEN: Monday night’s win over the Chargers was NOT a fluke. Though improvement is still needed, the Chiefs will overtake the Browns by 10 points. THE APOSTLE PAUL BOOKER: I’m not that confident about the Chiefs, at least not yet. The Chiefs have gotten us all excited before, only to let us down. It is my firm belief that the Chiefs cannot and won’t beat Cleveland. End of story. COOL CARL CLARK: Unlike Booker, Carl believes the Chiefs CAN beat the Browns, if for no other reason that any team can beat another team on any given Sunday. The Chiefs played good defense but the Chiefs’ quarterback is lacking an awful lot. CONGRESSMAN EMANUEL CLEAVER: From this point forward, the Chiefs will be measured by speed. They got lots of speed, on the line, in the backfield, on special teams. With that abundance of speed, they can and will beat Cleveland. CANTANKEROUS IKE GARDNER: The only place Ike is nice to people is out at a restaurant on 63rd. There he is treated like royalty and he eats it up. But, his distrusting dislike for the Chiefs While everyone else is raving about the Chiefs’ defense, Ike says the “the defense let us down”. Thus, Cleveland will beat our Chiefs on Sunday, according to Ike. LOYAL LLOYD GREENFIELD: He agrees that the win over San Diego was a fluke. But, he was glad to see the Chiefs win something. And for the record, he is backing the Chiefs this Sunday against the Browns. Can we trust your judgement, Lloyd? OLLIE “KNOWS EVERYTHING” HUBBARD: Ollie is happy with the Chiefs. You know he is part of the Ike and Booker thing that goes against the Chiefs. But this time, Ollie joins up with the believers and picks Kansas City over Cleveland. JIM “GRAND DAD” NUNNELLY: Matt Cassel ain’t worth $60 million, y’all. In fact, we would have killed San Diego with Brodie Croyle at quarterback. He is drinking from wells that he didn’t dig. But look for local writers and broadcasters to continue to make hi m an “unhung hero”. The only thing that didn’t work for the Chiefs was the offense. And guess who was the quarterback. Get rid of him and the Chiefs will soar. But, special teams are enough to beat Cleveland on Sunday. EASY ED WEST: Joining the believers is Ed West. He flip-flops back and forth sometimes. But, this time, Ed is onto something. He thinks the Chiefs are young, hungry and motivated on both offense and defense. Thus, his vote goes to the Chiefs to outclass Crennel’s old team, the Browns. ERIC “ERICA’S DAD” WESSON: There is an ole’ sayin’ “Even a hobo gets lucky and gets a steak every now and then if he hangs out in the right places.” That was what I was thinking in the Chiefs Monday victory, but it will be short lived. The bottom line is the Chiefs lack the offensive players to be a household name. They won’t be able to score enough to beat Cleveland. Season record 4-12. FINAL NOTE: The haters (Booker and that Ike) are the only ones, not believing in the Chiefs. The believers are strong in their belief and feel that prayer has worked well for the Chiefs. It certainly was not the coaching or the quarterback. So after leaving early church on Sunday, look for the Chiefs to be 2-0, by three o’clock. Believe, y’all."
56337,"Monday Nite Footballers Predictions By Jim “Grand Dad” Nunnelly Predicting Since 1970 Charles Allen Chiefs by 3 Why stop now? Paul Booker Chiefs by 3 Determination, one word! Carl Clark Chiefs by 7 I'm sticking with 8-8 Bubba Cleaver Chiefs by 3 If they play three quarters! Ike Gardner Chargers by 10 Thank God, this is the last game! Lloyd Greenfield Chiefs by 3 Ending on a winning note! Ollie Hubbard Chiefs by 6 Thunderbolt in the butt! Jim Nunnelly Chiefs by 3 Johnson outruns Thompson; Green outpasses Brees; defense manhandles the Chargers. Ed West Chargers by 7 Reverse psychology until the end! Kansas City Chiefs vs. San Diego Chargers 3:15 p.m., KCTV 5 Predictions (Wins In Parenthesis) Chatter, Conversation And Commentary Note: Ed West just might have a 100 percent rating. 100 percent wrong. If the Chiefs win against San Diego, Ed West would have predicted all the games, inaccurately. The Chiefs started off 0-3 and now, have won four in a row. Wow, how unpredictable can a team get? It reminds me of a story of a young minister, who was scheduled to preach his very first sermon. When it was his turn to preach, he strutted up to the podium, absolutely certain that he could move this church to previously-unreached heights. Arrogantly, he read the scriptures. And he shook his head, as if he knew the entire Bible and its meaning, by heart. And rather than slowly engage the congregation, he chose to talk down to them, as if they were second graders. He went on like this for what seemed like an eternity. However, the more he spoke, the more he realized that he was not getting or going anywhere, with this high-and-mighty approach. And slowly but reluctantly, he became more humble, as he read all the unresponding faces in the congregation. Feeling the rejection, he was almost in tears, as he prematurely began to close his botched sermon. And finally, he sat down, almost in shame. For he knew he had failed, miserably. Embarrassed beyond belief after the services, he stood near the pulpit, head hung low. Then, an old man walked up to him and said, “Son, if you had got up, like you sat down; then, you could have sat down, like you got up.” The moral of the story is that the Chiefs did not do that. They started off humbly and grew to become the winner they were supposed to become. Let’s give a big cheer to our Chiefs, for having come through, in the end."
69745,"Monday Nite Footballers Predictions By Jim “Grand Dad” Nunnelly Predicting Since 1970 Charles Allen Chiefs by 10 Gunther will tweak Chiefs defense Paul Booker (1) Carolina by 14 Defense is the key Carl Clark Chiefs by 7 Defense is the same Bubba Cleaver Chiefs by 17 Defense improved; Offense never disproved. Ike Gardner (1) Carolina by 3 Chiefs’ poot-butt Defense Lloyd Greenfield Chiefs by 3 A win will heal a broken heart Jim Nunnelly Chiefs by 14 Priest runs, catches, scores, beyond belief. Ed West Chiefs by 7 Offense will get itself together. Carolina Panthers at Kansas City Chiefs 12:00 p.m., KCTV 5 Predictions (Wins In Parenthesis) Chatter, Conversation And Commentary Shame on you, you fair-weather Chiefs' fans. You are joining up with the haters (Ike and Booker). You are acting like the Chiefs are 0-5, rather than 0-1. Hey, this is just the first game and while there are things to be fixed, 16 other teams lost, last week-end, as well. So, let’s not talk as if there are no more opportunities to win. In fact, watching Carolina play on Monday night reminded us all that this was the team that was in last year’s Super Bowl. They certainly didn't look like they were the 2003 NFC champs. Further, the Chiefs will again get yet another opportunity to power up its powerful offense and improve its lackluster defense. And just think, there will be fourteen games after that. Bottom line, we will have plenty of time to see if the Chiefs are for real or if they are just pretenders. The jury is still out on Gunther and even Al Sanders and yes, even Dick Vermeil. So, let's just wait a while before we write off our beloved Chiefs. We’ve got a tough schedule ahead and we will have to be at our level best. But, fans, it is only the second game. Let's be patient. Editor’s Note: Paul Booker and Ike Gardner were the only two winners in last week’s prediction of the Denver game. Way to go Paul and Ike! Ollie Hubbard Carolina by 22 Oh, what the h---"
62050,"Monday Nite Footballers Predictions By Jim “Grand Dad” Nunnelly Predicting Since 1970 Charles Allen (3) Chiefs by 3 Hoping the Saints ain’t Paul Booker (4) Saints by 10 Defense productivity is questionable Carl Clark (1) Chiefs by 3 Warfield makes Hall of Shame Bubba Cleaver (3) Chiefs by 3 Defense and politics are forcing Ike Gardner(4) Saints by 7 Handicapped secondary needs to be in Special Ed! Lloyd Greenfield(3) Chiefs by 7 Only team that beats the Chiefs is the Chiefs Ollie Hubbard (4) Saints by 3 Shrimp boats are coming Jim Nunnelly (3) Chiefs by 14 Priest, Dalton lead the parade Ed West (1) Chiefs by 1 Maybe we can outscore somebody Kansas City Chiefs vs. New Orleans Saints 12:00 p.m., KCTV-5 Predictions (Wins In Parenthesis) Chatter, Conversation And Commentary Special Note: Cleaver will remain as Senior Pastor at St. James, while serving as Congressman from Missouri’s 5th District. He will leave on Tuesday mornings and return to Kansas City each Thursday evening. He will officially be sworn- in January 4, 2005 in Washington, D.C. Rev. Cleaver is currently looking for a small apartment in Washington. Well, the Chiefs have lost again and now stand 3-5. Vermeil doesn’t have the answer. Gunther and Al apparently don’t either because the Chiefs continue to start strong, fade in the middle, and just peter out in the end. That kind of play has cost them a lot of fans and maybe a position in the playoffs. And on this Sunday, they travel to the Sugar Bowl and try to beat up on struggling New Orleans Saints. And, for the galley of Chiefs’ critics, there is no one part to blame it all on. The offense is sound. The defense is better than last year. And, the special teams are okay. Then, what is it? It must be the coaching, that important factor that keeps you going when ability and stamina wanes. It’s that umphh that helps you through the last moments of any crisis. And, just maybe, the coaching is not doing its part to help the Chiefs win. But, Sunday, the Chiefs will pull it off some kind of way. Bottom line, it is so hard to see an improved team lose again and again. But not this Sunday. Look for Dalton and Priest to keep the Saints from marching in."
181090,"Interim Superintendent And The Lowly Chiefs The NFL season is finally here. After a threatened strike, a boatload of free agents, and a new set of feet, the Chiefs will open at Arrowhead on Sunday. And you will see folks going to early morning church services, in order to witness the kickoff game to the 2011 season. And like the tornado that hit Joplin and the hurricane Irene that racked the east coast, the Chiefs have a lot of damage to clean up. You know they released All Pro offensive lineman, Brian Waters. And Peanut Brittle Matt Cassel is ailing, as usual. Then, the Chiefs did not win a single pre-season game, this summer. That all adds up to another questionable season ahead, in spite of the fact the Chiefs made the playoffs last year. In many ways, the Chiefs are like the Kansas City, Mo., School District. Every year, they come up with a different reason why any kind of success evades them. In fact, Big Bad John Covington balanced the budget but he did absolutely nothing to improve the test scores. He closed a lot of schools but did not open up any new academic trails. And once again, Booker says it is purely chaotic, down at 1211 McGee. No one knows what to do about it and that’s tragic. As expected each year, the enrollment, the energy and the ebullience decreases. I suggest that at least the Board ought to hire an Associate Superintendent, whose only job is to monitor the academic progress of our children and keep the community updated on the accreditation status. This person should be a resident of Kansas City and have credibility in our community. This over-reliance on itinerant Superintendents is crazy. And we in this community can change that. We really can. All right, enough of that. Let’s return to talking about the Cheaps (I mean Chiefs). Ike Gardner and Paul Booker are back at their old habits again. They can’t see the Chiefs beating anybody this year. After all, the Chiefs play New England, San Diego twice, Pittsburg, Minnesota, Indianapolis, and even Detroit. That’s what happens when a non-playoff-calibre teams make the playoffs, They suffer greatly the next year. But Carl Clark, Ollie Hubbard, and of course, Dr. Charles Allen believe the Chiefs will be “up” for the challenge and will win their first game, against Buffalo. So, like the School District, the Chiefs are steadily losing their support....both here and nationally. What will it take to get it back for both of these also-rans? It’s simple. Just do SOMETHING right. Anything. Is help on the way? As is our duty, we will monitor the progress and report to you each week. Just like we have been doing for forty two years now. Whew! Time passes, doesn’t it. Hint to the District and the Chiefs."
209961,"The “F” Words Carl Clark hosted the Monday Niters, this past week. And amid the usual curses and smart comments, I asked the fellas to use “f” words, when giving their predictions and comments. It just seemed like something to do. So what follows is a host of “f” words, sprinkled throughout the narrative. See how many you can spot. First off, the Chiefs are five and three, losing all three games on the road. But another fact is that they have won all three games and home plus one away game at Cleveland. Most commentators, including our own, say the Chiefs are fading. Well, that’s a bunch of flak. Because this is the same team that everyone was raving fire about, just three weeks ago. However discontented you may be, folk still believe the Chiefs are playoff-bound. Losing to Oakland last week put them only a half game up on the Raiders. And many say that San Diego is just beginning its usual, late-season rise. But, don’t be moved by any of that crap. Chiefs still have fire-power and it will re-emerge against Denver on Sunday. If for no more than to save face. Let’s now see what the guys say about the dreaded Denver game, in Denver. Dr. Charles “A Real Likeable Guy” Allen: Doc believes that the Chiefs will commit a felony against the Broncos. Quietly but forcefully, he says the Broncos don’t have a team that can match with the Chiefs. Practising pain-free dentistry for thirty two years, Doc says the Chiefs will still win the West. Chiefs by 14 Paul “That Hater” Booker: Most people like Booker. He’s pleasant and he’s a good road buddy. There is no joint in town that Booker has not inspected. But, he’s a Chiefs hater, laughingly saying that the Chiefs fantasy time is over. That Booker just can’t see the light, when it comes to the Chiefs. He predicted rightly last week and that fact gives rise to his fight to end this Chiefs’ mania. He has sealed the Chiefs fate. Denver by 3 Carl “Mr. President” Clark: You know Carl is now President of the Ivanhoe Club. Along with folk like Jon Gray, he is trying to make life better for this century-old club. After thinking it over for four weeks now, he thinks Carl has made a transition to a loyalist and he’s got the fever. Chiefs by 7 Congressman “Faith-filled” Cleaver: As you know, Cleaver just beat out a fakir, in his quest to retain his seat in Congress. He actually sat down and chilled a little with us, this last Monday. He ate his little fish and followed up his comments with a funky remarked, aimed at Coach Haley. Though he won’t forget that Oakland fiasco, he still believes in the Chiefs. Chiefs by 10 Ike “Idi Amin” Gardner: I told yall about Ike’s aunt in Keytesville. She is the only person Ike has ever feared. While intellectually bright, he is obstinate and stubborn. He will go to his final grave, hating the Chiefs. But, he hates everything. He will finagle the finest thing into something bad. So no use in trying to convert him into a loyalist. He doesn’t forget and forever, remembers how many times the Chiefs’ coach has made a fantastic fool of himself. One more reason to vote against the Chiefs. Denver by 7 Lloyd “A Gentlemen’s Gentleman” Greenfield: Lloyd filters out the facts, when thinking about his prediction. Never quickly, he fills his mind with facts and filters out the crap. He knows that 5-3 is respectable for the Chiefs and we should never forget that. He believes the Chiefs are a work in progress and he advises all of us to file that away. He says it will be fun, not fouls on Sunday. Chiefs by 6 Ollie “Elephant Memory” Hubbard: Everybody is amazed how Ollie remembers everything. He focuses in on everything so that he can repeat it later, sometimes at the worst times. He flags his memory with everything for he is an ace reporter. It is fair to say that Ollie is aware of the Denver-Chiefs feud, going back to the good old days. But without Shanahan, the Broncos are in their final stages, at 2-6. That’s fair enough for Ollie. Chiefs by 10 Jim “Grand Dad” Nunnelly: He faces everything squarely and will not forfeit his right to speak. Like Ollie, that Cleaver and Ike accuse him of fonduing the truth. That makes him furious and lose control. One of the most loyal people around, he thinks it is futile to entertain any more flak from haters. Anyway you look at it, the Chiefs are gonna make the playoffs. So, stop the fussing and cussing....a sure thing for Sunday. Chiefs by 10 Ed “Clearheaded And Competent” West: Ed is a little shell-shot. In fact, he fears the lack of fundamentals that pervade the Chiefs, at times. He blames the recent loss to Oakland because McCluster wasn’t there. But fast and furious, Dexter will return and fly up and down the field on Sunday...bring Ed to fulfill his desire to see the Chiefs elevate. Chiefs by 7 Eric “Amanda And Erica’s Dad” Wesson: Frankly, I thought that the officiating in the Raiders win was a little fickled, especially the fumble call that led to the Chiefs’ final score. Bowe finally caught a pass and finished with a touchdown. But, I am glad that the Raiders won as I predicted with a field goal in the final drive and final second of the game in overtime. I think that he has caught at least one pass for a touchdown in the last four games. As far as the Broncos I think the Chiefs will finally get out of their funk and squeak by the Broncos by a final score of 13 to 14. Chiefs by 1. Final note: The Chiefs are learning to play the game. Winning means taking the bumps and bruises, as well as the roses and cheers. And just think, we wrote this long article and never mentioned the most famous “F” word. No need to use filth. After all, it is all about the Chiefs. And we must stop talking about their funeral. Ain’t gonna happen."
78522,"Monday Nite Footballers Predictions By Jim “Grand Dad” Nunnelly Predicting Since 1970 Paul Booker (5) KC by 3 Not gonna cut and run! Carl Clark (5) Broncos by 7 Chiefs are too banged-up! Bubba Cleaver (6) Chiefs by 7 LT'd on Sunday; LJ’don Thanksgiving! Ike Gardner (7) Denver by 7 When Chiefs must win, they can’t! Ollie Hubbard (5) Denver by 7 Bronco-butt-kicking! Jim Nunnelly (6) KC by 2 Kennison explodes against former team! Ed West (8) KC by 3 Green regains greatness! Lloyd Greenfield (7) KC by 3 A turkey feast for KC! Charles Allen (6) KC by 3 Just an absolute must win! Kansas City Chiefs vs. Denver Broncos 7:00 p.m. NFL Network Chatter, Commentary and Conversation What does Jesse Jackson have to do with last Sunday’s Oakland-Kansas City game? I’ll answer that after I assess the Chiefs, now just over the half-way point in the season. First, the Chiefs survived. Now, let’s face it, y’all. A win is a win, no matter how ugly. And Sunday’s win against Oakland was not pretty, except for the first and last Kansas City drives. The in-between was horrible, even though it was Trent’s first day back. However, I must say that we could not have done it without Trent. Ed West flat-out confirms that. Further, He feels that Trent’s presence won the game, only because Huard could not have shepherded that last drive. And we all agree that Sunday was the appropriate time to re-insert Trent, even though Huard had done a respectable job. Now,tomorrow will be Trent’s real test. He and Kennison will have to be “connected at the hip”, for the Chiefs to have half a chance. If we should happen to beat Denver, that will put us in good shape for a playoff spot. We know that Denver is vulnerable because San Diego beat Denver and we beat San Diego. In fact, last Sunday, LaDainian ran like crazy. . . just like Jesse did in 1988. Speaking of Jesse Jackson, he really did have something to do with Sunday’s game. But before I tell you, let me reminisce for a minute. Back in 1988, I received a call at the (Samuel) Rodgers Health Center. It was from Fuzzy Thompson, wanting a place to have a rally that featured Jesse Jackson and some farmers from Chillicothe. I agreed but Fuzzy was unsure if it would take place. . .so I kept it a secret from our staff. . .mainly because I did not want to face it, if Jesse failed to come. Well, Jesse did come and so did all those farmers who were about to lose their family farms. Tractors, limousines, and a string of cars paraded right down in the middle of the Wayne Miner projects. And people came from everywhere, to hear and see ol’ Jesse. And when he donned the back door, he immediately started planning who would talk, when, and at what point he would enter. Details. Details. Right there on the spot. I immediately saw how Jesse operated. . .great organizing skills, clear instructions, which included a tribute to Dr. Rodgers and a “thank you” to me for helping out. All within a ten-minute planning session. Jesse stood tall in my books and one could see why he is important to all of us, especially us sports fans. On the way out, I mentioned to Jesse that there were no black head coaches in the National Football League. Jesse, who had been a classy running back at Illinois, told me that he would work on that. A few years later, Jesse started meeting with the owners in the NFL, asking them to include one black coach in the final interviews, only when head coaching vacancies occurred. The owners agreed and today, some 10 years after, there are seven black coaches, proudly running things at various franchises. As of this date, the illustrious field of head coaches now include Lovie Smith Chicago), Marvin Lewis (Cincinnati), Tony Dungy (Indianapolis); Dennis Green (Arizona); and Romeo Cremmel (Cleveland). The remaining two were on the field Sunday, out at Arrowhead. . . Herman Edwards (Kansas City) and Art Shell (Oakland). And that is what Jesse had to do with the game, last Sunday, out at Arrowhead. Thanks, Jesse. You always know what to do and say. Happy Thanksgiving To All Of Our Readers!"
