Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
Monday Nite Footballers Predictions,,2823826886,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2006, Article," Oct 13, 2006", English, English," Kansas City, Missouri","Oct 13, 2006",The Call (1933-),2006,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823826886/se-2?accountid=14556, 30,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2006-10-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=30&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2823803778,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2006, Article," Dec 29, 2006", English, English," Kansas City, Missouri","Dec 29, 2006",The Call (1933-),2006,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823803778/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2006-12-29&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"Charles Allen, Carl Clark, Lloyd Greenfield, Ed West, and I told you that the Chiefs would beat the Minnesota Vikings last Sunday night at Arrowhead. It wasn't pretty and as usual, the Chiefs scared us, especially after Minnesota came back after being held 21-0. Just as we predicted, there were lots of mistakes with special unmentionables going to the special teams. Like we said, the Chiefs had never put together a total victory and Sunday night was no exception. The special teams allowed two touchdowns to be run back on them, one by the fast-of-foot receiver, Randy Moss. The defense played well, with special...",2823755545,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1999, Article," Dec 17, 1999", English, English," Kansas City, Missouri","Dec 17, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823755545/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1999-12-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2823722138,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1996, Article," Jan 5, 1996", English, English," Kansas City, Missouri","Jan 5, 1996",The Call (1933-),1996,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823722138/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1996-01-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2823721646,newspapers,, Copyright Kansas City Call 2005, Article," Feb 4, 2005", English, English," Kansas City, Missouri","Feb 4, 2005",The Call (1933-),2005,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823721646/se-2?accountid=14556, 26,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2005-02-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=26&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Saddler, Demarco Fight Friday Nite",,2916685374,newspapers,, Copyright Kansas City Call 1951, Article," Dec 7, 1951", English, English," Kansas City, Missouri","Dec 7, 1951",The Call (1933-),1951,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/saddler-demarco-fight-friday-nite/docview/2916685374/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Saddler%2C+Demarco+Fight+Friday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1951-12-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
around ... at nite,,2905265283,newspapers,, Copyright Kansas City Call 1937, Article," Feb 26, 1937", English, English," Kansas City, Missouri","Feb 26, 1937",The Call (1933-),1937,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/around-at-nite/docview/2905265283/se-2?accountid=14556, b10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=around+...+at+nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1937-02-26&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
'Nite Out With The Celebrants',"Invitations formed in the shape of a bus, labeled ""Field's Transit Lines."" and exhorting all Celebrates to not be a minute late for the ""Nile Out"" Saturday Jan 21. had eveyone all agog as to where they were going.",2904549168,newspapers,, Copyright Kansas City Call 1956, Article," Feb 3, 1956", English, English," Kansas City, Missouri","Feb 3, 1956",The Call (1933-),1956,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/nite-out-with-celebrants/docview/2904549168/se-2?accountid=14556, 7,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=%27Nite+Out+With+The+Celebrants%27&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1956-02-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
NITE LIFE IN NEW YORK,,2904482928,newspapers,"Moses, Alvin", Copyright Kansas City Call 1947, Article," Feb 28, 1947", English, English," Kansas City, Missouri","Feb 28, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/nite-life-new-york/docview/2904482928/se-2?accountid=14556, b10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=NITE+LIFE+IN+NEW+YORK&amp;rft.au=Moses%2C+Alvin&amp;rft.aulast=Moses&amp;rft.aufirst=Alvin&amp;rft.date=1947-02-28&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
around town at nite,,2888656276,newspapers,, Copyright Kansas City Call 1936, Article," Sep 25, 1936", English, English," Kansas City, Missouri","Sep 25, 1936",The Call (1933-),1936,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/around-town-at-nite/docview/2888656276/se-2?accountid=14556, a9,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=around+town+at+nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1936-09-25&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
around town at nite..,,2888651490,newspapers,, Copyright Kansas City Call 1936, Article," Nov 20, 1936", English, English," Kansas City, Missouri","Nov 20, 1936",The Call (1933-),1936,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/around-town-at-nite/docview/2888651490/se-2?accountid=14556, a13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=around+town+at+nite...&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1936-11-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Saturday Nite Frolic,,2887512364,newspapers,, Copyright Kansas City Call 1935, Article," Apr 19, 1935", English, English," Kansas City, Missouri","Apr 19, 1935",The Call (1933-),1935,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/saturday-nite-frolic/docview/2887512364/se-2?accountid=14556, a20,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Saturday+Nite+Frolic&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1935-04-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Fight Friday Nite,,2873586170,newspapers,, Copyright Kansas City Call 1952, Article," Apr 25, 1952", English, English," Kansas City, Missouri","Apr 25, 1952",The Call (1933-),1952,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/fight-friday-nite/docview/2873586170/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Fight+Friday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1952-04-25&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
To Fight Friday Nite,,2873580652,newspapers,, Copyright Kansas City Call 1953, Article," May 8, 1953", English, English," Kansas City, Missouri","May 8, 1953",The Call (1933-),1953,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/fight-friday-nite/docview/2873580652/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=To+Fight+Friday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1953-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
MARION'S OPENING NITE,,2867658593,newspapers,, Copyright Kansas City Call 1959, Photo Standalone," Dec 11, 1959", English, English," Kansas City, Missouri","Dec 11, 1959",The Call (1933-),1959,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/marions-opening-nite/docview/2867658593/se-2?accountid=14556, 15,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=MARION%27S+OPENING+NITE&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1959-12-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=15&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
TO SING THANKSGIVING NITE,,2849370558,newspapers,, Copyright Kansas City Call 1955, Photo Standalone," Nov 18, 1955", English, English," Kansas City, Missouri","Nov 18, 1955",The Call (1933-),1955,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/sing-thanksgiving-nite/docview/2849370558/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=TO+SING+THANKSGIVING+NITE&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1955-11-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2843248966,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2001, Article," Sep 28, 2001", English, English," Kansas City, Missouri","Sep 28, 2001",The Call (1933-),2001,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2843248966/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2001-09-28&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,,2841442504,newspapers,, Copyright Kansas City Call 1991, Other," Nov 29, 1991", English, English," Kansas City, Missouri","Nov 29, 1991",The Call (1933-),1991,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2841442504/se-2?accountid=14556, 18,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1991-11-29&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2841414321,newspapers,, Copyright Kansas City Call 1991, Article," Nov 8, 1991", English, English," Kansas City, Missouri","Nov 8, 1991",The Call (1933-),1991,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2841414321/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1991-11-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2841175790,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 1999, Article," Oct 1, 1999", English, English," Kansas City, Missouri","Oct 1, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2841175790/se-2?accountid=14556, 24,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1999-10-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=24&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2828465005,newspapers,, Copyright Kansas City Call 2007, Article," Feb 2, 2007", English, English," Kansas City, Missouri","Feb 2, 2007",The Call (1933-),2007,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828465005/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2007-02-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2828457239,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2007, Article," Sep 7, 2007", English, English," Kansas City, Missouri","Sep 7, 2007",The Call (1933-),2007,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828457239/se-2?accountid=14556, 26,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2007-09-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=26&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,,2828448108,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1993, Article," Jan 1, 1993", English, English," Kansas City, Missouri",,The Call (1933-),1993,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2828448108/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1993-01-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
