Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
Monday Nite Footballers Predictions,"ON SUNDAY'S GAME-- First off, the Las Vegas oddsmakers have made San Francisco five-point favorites over our luck-filled Kansas City Chiefs. Even with a lowkey offense, a case full of untimely penalties and a committee of ineffective running backs, the Chiefs have surprised everyone with its 9-3 record and a second place AFC West standing.",2841182288,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1997, Article," Nov 28, 1997", English, English," Kansas City, Missouri","Nov 28, 1997",The Call (1933-),1997,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2841182288/se-2?accountid=14556, 19,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1997-11-28&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2841181484,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1998, Article," Sep 4, 1998", English, English," Kansas City, Missouri","Sep 4, 1998",The Call (1933-),1998,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2841181484/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1998-09-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2828279221,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 1999, Article," Sep 17, 1999", English, English," Kansas City, Missouri","Sep 17, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828279221/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1999-09-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2828240551,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1998, Article," Sep 11, 1998", English, English," Kansas City, Missouri","Sep 11, 1998",The Call (1933-),1998,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828240551/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1998-09-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers And Their Predictions,,2828042090,newspapers,, Copyright Kansas City Call 1993, Article," Oct 22, 1993", English, English," Kansas City, Missouri","Oct 22, 1993",The Call (1933-),1993,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-their-predictions/docview/2828042090/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+And+Their+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1993-10-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,,2826547067,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2001, Article," Sep 7, 2001", English, English," Kansas City, Missouri","Sep 7, 2001",The Call (1933-),2001,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2826547067/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2001-09-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2826540481,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2001, Article," Oct 12, 2001", English, English," Kansas City, Missouri","Oct 12, 2001",The Call (1933-),2001,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826540481/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2001-10-12&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,1. The group elected to purchase a lifetime membership in the N.A.A.C.P.,2826239653,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1991, Article," Oct 25, 1991", English, English," Kansas City, Missouri","Oct 25, 1991",The Call (1933-),1991,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2826239653/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1991-10-25&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2826181457,newspapers,, Copyright Kansas City Call 1989, Article," Nov 24, 1989", English, English," Kansas City, Missouri","Nov 24, 1989",The Call (1933-),1989,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826181457/se-2?accountid=14556, 20,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1989-11-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2825953182,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 1999, Article," Sep 10, 1999", English, English," Kansas City, Missouri","Sep 10, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2825953182/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1999-09-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2825951728,newspapers,, Copyright Kansas City Call 2001, Article," Oct 19, 2001", English, English," Kansas City, Missouri","Oct 19, 2001",The Call (1933-),2001,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2825951728/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2001-10-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"First off, we must all bow and congratulate Ike Gardner on his accurate prediction of last week's Chiefs-Seattle game. He stood alone in forecasting the undesirable outcome, leaving the Chiefs still in pursuit of the play-offs. While Ike generally goes against the Chiefs, he is no less of a fan. Like all of us, he desperately wants the Chiefs to play like champions. As evidenced last week in Seattle, the Chiefs are an ""up and down"" team, even though they work hard to correct the apparent mistakes. So, Ike's lack of blind faith is representative of so many of us. You can't tell which team will show up.",2825948246,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 1999, Article," Dec 31, 1999", English, English," Kansas City, Missouri","Dec 31, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2825948246/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1999-12-31&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2825936226,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1996, Article," Nov 1, 1996", English, English," Kansas City, Missouri","Nov 1, 1996",The Call (1933-),1996,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2825936226/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1996-11-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824144134,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2006, Article," Feb 3, 2006", English, English," Kansas City, Missouri","Feb 3, 2006",The Call (1933-),2006,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824144134/se-2?accountid=14556, 25,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2006-02-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=25&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824136638,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2004, Article," Nov 12, 2004", English, English," Kansas City, Missouri","Nov 12, 2004",The Call (1933-),2004,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824136638/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2004-11-12&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824118297,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 1999, Article," Mar 26, 1999", English, English," Kansas City, Missouri","Mar 26, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824118297/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1999-03-26&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"That's the question the Chiefs are asking their season-long critics. Since falling needlessly to Chicago way back in mid-September, the Chiefs have been busily correcting the problems and now find themselves alone, atop the AFC West. Their destiny for post-season playoffs lies solely in their hands. Since beginning this topsy-turvy, roller coaster ride, here's what these amazing Chiefs have accomplished.",2824111555,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 1999, Article," Dec 24, 1999", English, English," Kansas City, Missouri","Dec 24, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824111555/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1999-12-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824078048,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1994, Article," Dec 23, 1994", English, English," Kansas City, Missouri","Dec 23, 1994",The Call (1933-),1994,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824078048/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1994-12-23&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2823894761,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2008, Article," Jan 4, 2008", English, English," Kansas City, Missouri","Jan 4, 2008",The Call (1933-),2008,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823894761/se-2?accountid=14556, 22,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2008-01-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"Ike, Carl, and Ed all attend St. James United Methodist Church. In fact, when it comes to activities, their church ranks second-to-none.",2823889542,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2007, Article," Dec 7, 2007", English, English," Kansas City, Missouri","Dec 7, 2007",The Call (1933-),2007,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823889542/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2007-12-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2823876477,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2007, Article," Nov 16, 2007", English, English," Kansas City, Missouri","Nov 16, 2007",The Call (1933-),2007,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823876477/se-2?accountid=14556, 24,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2007-11-16&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=24&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
