Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
Monday Nite Footballers: College Basketball's Three Pointer: Change And Motion: College Basketball's Three Pointer: Change And Motion,"Well, 1986 will be remembered as the ""year of the change in sports"". Ike Gardner and the Monday Niters saw the instant replay become a reality in pro football. And now from Dallas, the NCAA has...",2828349581,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1986, Article," Apr 11, 1986", English, English," Kansas City, Missouri","Apr 11, 1986",The Call (1933-),1986,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-college-basketballs-three/docview/2828349581/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+College+Basketball%27s+Three+Pointer%3A+Change+And+Motion&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1986-04-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballer Commentary: A Look At Predicted Starters: A Look At Predicted Starters,,2828080191,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1994, Article," Aug 19, 1994", English, English," Kansas City, Missouri","Aug 19, 1994",The Call (1933-),1994,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballer-commentary-look-at/docview/2828080191/se-2?accountid=14556, 32,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballer+Commentary%3A+A+Look+At+Predicted+Starters&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1994-08-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=32&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions: Kansas City Chiefs vs. San Francisco Forty-Niners: Kansas City Chiefs vs. San Francisco Forty-Niners,,2828074646,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1994, Article," Sep 9, 1994", English, English," Kansas City, Missouri","Sep 9, 1994",The Call (1933-),1994,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions-kansas-city/docview/2828074646/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions%3A+Kansas+City+Chiefs+vs.+San+Francisco+Forty-Niners&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1994-09-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballer Predictions: Los Angeles Raiders vs. Kansas City Chiefs: Los Angeles Raiders vs. Kansas City Chiefs,,2826519388,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1994, Article," Nov 4, 1994", English, English," Kansas City, Missouri","Nov 4, 1994",The Call (1933-),1994,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballer-predictions-los-angeles/docview/2826519388/se-2?accountid=14556, 17,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballer+Predictions%3A+Los+Angeles+Raiders+vs.+Kansas+City+Chiefs&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1994-11-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=17&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Monday Nite Footballers: Lynette Woodard, The First Woman Globetrotter: Lynette Woodard, The First Woman Globetrotter","While it may seem strange that the Monday Nite Footballers would be writing about a basketball player right in the middle of the Super Bowl Playoffs, our interests in athletics and academics is well...",2826495565,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1986, Article," Jan 17, 1986", English, English," Kansas City, Missouri","Jan 17, 1986",The Call (1933-),1986,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-lynette-woodard-first/docview/2826495565/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+Lynette+Woodard%2C+The+First+Woman+Globetrotter&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1986-01-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Commentary: Brian Tobey: Full of Roots: Brian Tobey: Full of Roots,"When Alex Haley wrote Roots, he was telling us that the farther we can trace our family tree, the better our chances are becoming successful.",2826488249,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1989, Article," Apr 28, 1989", English, English," Kansas City, Missouri","Apr 28, 1989",The Call (1933-),1989,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-commentary-brian-tobey/docview/2826488249/se-2?accountid=14556, 19,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Commentary%3A+Brian+Tobey%3A+Full+of+Roots&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1989-04-28&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Commentary: Super Bowl Sideline: Past And Present: Super Bowl Sideline: Past And Present,"It was January 15, 1967 and Super Bowl I was about to begin. The Green Bay Packers and the Kansas City Chiefs would battle for the first championship crown. The National Football League and the...",2826407021,newspapers,"West, Ed", Copyright Kansas City Call 1988, Article," Jan 29, 1988", English, English," Kansas City, Missouri","Jan 29, 1988",The Call (1933-),1988,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-commentary-super-bowl/docview/2826407021/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Commentary%3A+Super+Bowl+Sideline%3A+Past+And+Present&amp;rft.au=West%2C+Ed&amp;rft.aulast=West&amp;rft.aufirst=Ed&amp;rft.date=1988-01-29&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers: Commentary; Doug Williams: Testing His Limits And Succeeding: Commentary; Doug Williams: Testing His Limits And Succeeding,"To dream anything that you want to dream. That is the beauty of the human mind. To do anything that you want to do. That is the strength of the human will. To trust in yourself, to test you limits. That...",2826402426,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1988, Article," Jan 15, 1988", English, English," Kansas City, Missouri","Jan 15, 1988",The Call (1933-),1988,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-commentary-doug-williams/docview/2826402426/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+Commentary%3B+Doug+Williams%3A+Testing+His+Limits+And+Succeeding&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1988-01-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Commentary: NAIA: Will The Real Johnny Miller Speak Up?: NAIA: Will The Real Johnny Miller Speak Up?,"1972. That year makes Johnny Miller speak up. And, when he talks about that year, he smiles. He gives you a I-will-correct-you look, if he thinks you do not have the facts about 1972. Usually, Johnny...",2826180998,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1989, Article," Mar 24, 1989", English, English," Kansas City, Missouri","Mar 24, 1989",The Call (1933-),1989,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-commentary-naia-will-real/docview/2826180998/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Commentary%3A+NAIA%3A+Will+The+Real+Johnny+Miller+Speak+Up%3F&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1989-03-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers: Commentary; Necessary Progress: College Football Super Bowl?: Commentary; Necessary Progress: College Football Super Bowl?,"""Progress begins with the belief that what is necessary is possible.""",2826100622,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1987, Article," Mar 13, 1987", English, English," Kansas City, Missouri","Mar 13, 1987",The Call (1933-),1987,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-commentary-necessary/docview/2826100622/se-2?accountid=14556, 9,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+Commentary%3B+Necessary+Progress%3A+College+Football+Super+Bowl%3F&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1987-03-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Commentary: The Texas 'No Pass-No Play' Law: The Texas 'No Pass-No Play' Law,"The state of Texas has a law concerning where athletics stand In the high school. The law is called the ""no pass, no play"" law. Simply stated, if a student wants to participate In extracurricular activities,...",2826089639,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1985, Article," Dec 6, 1985", English, English," Kansas City, Missouri","Dec 6, 1985",The Call (1933-),1985,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-commentary-texas-no-pass/docview/2826089639/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Commentary%3A+The+Texas+%27No+Pass-No+Play%27+Law&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1985-12-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions: K.C. FINISHES REGULAR SEASON AT 13-3: K.C. FINISHES REGULAR SEASON AT 13-3,,2825947653,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2004, Article," Jan 2, 2004", English, English," Kansas City, Missouri","Jan 2, 2004",The Call (1933-),2004,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions-k-c-finishes/docview/2825947653/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions%3A+K.C.+FINISHES+REGULAR+SEASON+AT+13-3&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2004-01-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Monday Nite Footballers Predictions: Chatter, Conversation And Commentary: Chatter, Conversation And Commentary",,2824149088,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2005, Article," Nov 4, 2005", English, English," Kansas City, Missouri","Nov 4, 2005",The Call (1933-),2005,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions-chatter/docview/2824149088/se-2?accountid=14556, 28,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions%3A+Chatter%2C+Conversation+And+Commentary&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2005-11-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=28&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers: Kansas City Chiefs At Seattle Seahawks: Kansas City Chiefs At Seattle Seahawks,,2824114857,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 2000, Article," Oct 27, 2000", English, English," Kansas City, Missouri","Oct 27, 2000",The Call (1933-),2000,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-kansas-city-chiefs-at/docview/2824114857/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+Kansas+City+Chiefs+At+Seattle+Seahawks&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=2000-10-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Monday Nite Footballers: Honoring Carl Clark, The Sports Fan: Honoring Carl Clark, The Sports Fan",Carl Clark: High school quarterback. A 1952 graduate of Lincoln High. A Navy Air Traffic Controller. A Journeyman machinist. A husband. A 32nd degree Mason and Shriner. A traveler to 150...,2824113533,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1986, Article," Jan 24, 1986", English, English," Kansas City, Missouri","Jan 24, 1986",The Call (1933-),1986,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-honoring-carl-clark/docview/2824113533/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+Honoring+Carl+Clark%2C+The+Sports+Fan&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1986-01-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers: Super Bowl XX Prediction: Chicago All The Way: Super Bowl XX Prediction: Chicago All The Way,,2824113503,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1986, Article," Jan 24, 1986", English, English," Kansas City, Missouri","Jan 24, 1986",The Call (1933-),1986,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-super-bowl-xx-prediction/docview/2824113503/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+Super+Bowl+XX+Prediction%3A+Chicago+All+The+Way&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1986-01-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Off Season Thoughts From Monday Nite Footballers: Conversation, Commentary And Chatter: Conversation, Commentary And Chatter","Next week, the Monday Niters will try their hand at predicting the outcomes of the NCAA championship. The group will convene at Carl Clark's house and watch the showdown in Charlotte, N.C.",2824072790,newspapers,, Copyright Kansas City Call 1994, Article," Mar 25, 1994", English, English," Kansas City, Missouri","Mar 25, 1994",The Call (1933-),1994,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/off-season-thoughts-monday-nite-footballers/docview/2824072790/se-2?accountid=14556, 16,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Off+Season+Thoughts+From+Monday+Nite+Footballers%3A+Conversation%2C+Commentary+And+Chatter&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1994-03-25&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=16&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers: Horace Peterson: Questions And Answers For A Black Sports History: Horace Peterson: Questions And Answers For A Black Sports History,"There's a man in the old fire station and he's got a lot of old stuff up there. Let's go hear what he has to say. Who's the man, what's he got and what's he talking about?",2824011805,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1986, Article," Feb 28, 1986", English, English," Kansas City, Missouri","Feb 28, 1986",The Call (1933-),1986,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-horace-peterson-questions/docview/2824011805/se-2?accountid=14556, 15,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+Horace+Peterson%3A+Questions+And+Answers+For+A+Black+Sports+History&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1986-02-28&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=15&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Monday Nite Footballers: Sam Cofield: Pushing, Without A Cry: Sam Cofield: Pushing, Without A Cry","Not the cry, but it's the flight of the wild duck that leads the flock to fly and follow. Let's see how that old Chinese proverb applies to Sam Cofield.",2824007066,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1986, Article," Mar 14, 1986", English, English," Kansas City, Missouri","Mar 14, 1986",The Call (1933-),1986,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-sam-cofield-pushing/docview/2824007066/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+Sam+Cofield%3A+Pushing%2C+Without+A+Cry&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1986-03-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
